Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Esar Paper Industries Ltd.,752,Active,"Seemab Rasheed, Managing Director","House # 04, Road # 03, Sector # 07, Uttara, Dhaka","Haidarabad, P.O.: Haidarabad Madrasha, Gazipur Sadar, Gazipur","8957380, 8912782, 01715329587",8912782,"esarpaper@yahoo.com, esarpaper@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Bar Code, Hang Tag, Size Tag, Tissue Paper, Paper Band.",https://www.bgapmea.org/index.php/member/member_details/204
Appollo Packaging (BD) Ltd.,1054,Active,"Abdul Momin Mondol, Managing Director","Plot #79/A, Le Meridien Commercial Space, Level-05 (Block-2, 3 & 6), Airport Road, Nikunja-02, Khilkhet, Dhaka-1229","Plot # F/38, F/39, Block # F, Phase-2, Pallabi, Mirpur, Dhaka",41040176-84,,"commercial@mondol.net, info@mondol.net",www.mondol.net,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/67
Bright Packaging Industry,184,Active,"Engr. Md. Musaraffe Hossain Mollah, Managing Partner","85, Avenue-01, Block-B, Section-12, Pallabi, Mirpur, Dhaka","Sreekhondia, Ashulia, Savar, Dhaka",01714047612,,"chowgachaprinting112@gmail.com, brightpkg@gmail.com",,"Corrugated Carton, Photo Inlay, Hangtag, Back Board, Neck Board, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/116
Anis Accessories & Packaging Ltd.,732,Active,"Md. Mojibur Rahman, Director","31/B, Malibagh Chowdhury Para, Dhaka","Zirabo, Ashulia, Savar, Dhaka","9345108, 9330043, 01711522933",8355240,"anisltd@yahoo.com, anisltd@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, Size Tag, Photo in lay, Printed Poly Bag, Elastic/Non Elastic Band, Sewing Thread.",https://www.bgapmea.org/index.php/member/member_details/58
Ary Poly & Accessories,1277,Active,"Md. Aminul Islam, Partner","House : 11, Road # 12, Sector: 9 Uttara, Dhaka.","Zirabo, Ashulia, Savar, Dhaka",01711-623633,,arypoly14@gmail.com,,"PP Bag, LDP Bag.",https://www.bgapmea.org/index.php/member/member_details/913
Cosmo Synthetic Industry Ltd.,896,Active,"Zahir Uddin Haider, Managing Director","House # 02, 4th Floor, Road #13/B, Section # 10 Uttara Model Town, Dhaka","Dhaladia, Rajabari, Sreepur, Gazipur",8920402,8920720,"hansolpaper05@gmail.com, csil2012@yahoo.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Bone, Bar Code, Hang Tag, Size Tag, Collar Insert, Butter Fly, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/149
Al-Mostafa Printing & Packaging Ind. Ltd. (Unit-2),1249,Active,"Md. Mostafa Kamal, Managing Director","City Heart (11th Floor), Suite # 12/3, 12/4 & 67, Naya Paltan, Dhaka-1000.","Islampur, Meghna Ghat, Sonargaon, Narayanganj","9340603, 8321734, Mob: 01755543924, 01755543934",9353775,"almostofa@dhaka.net, amppl123@gmail.com",,"Back Board, Neck Board, Hang Tag, Size Tag, Photo Card, PVC Box, Collar Insert, Butterfly, Coller Bone, Poly Bag, Carton, Fish Carton, Hanger, Sewing Thread.",https://www.bgapmea.org/index.php/member/member_details/887
Faith Industries Ltd.,825,Active,"Ziaul Islam Lavlu, Managing Director","G-136/3, Bhogra, Payara Bagan Road, Bashon, Gazipur","G-136/3, Bhogra, Payara Bagan Road, Bashon, Gazipur","01711530650, 018141530650",,"ziafaith@yahoo.com, info@faithbd.net",,"Woven Label, Screen Printed Label, Sticker Paper Printing, PP/PE Bag.",https://www.bgapmea.org/index.php/member/member_details/228
Amas Industries Ltd.,1484,Active,"Md. Amir Hossain , Managing Director","14, Rabindro Sarani, Sector#7, Uttara, Dhaka-1230.","Vill : Shirir Chala, PO: Bhabanipur, PS : Gazipur, Dist. : Gazipur",880248953326 Mobile : 01711532951,,amasindltd@gmail.com,,Box & Carton.,https://www.bgapmea.org/index.php/member/member_details/1118
DAF Ctg Accessories Ltd.,1895,Active,"Mohammed Yousuf, Managing Director","29, Station Road, Baniatila, Chattogram","Plot No. 1, 2, 3, Sector-8, CEPZ, Chattogram","031-741621, 614440, 614883, 01711760925",,"mohammedyousuf@asianapparels.com, dafepz@colbd.com",,"Plastic Hanger, Sizer, Clip, LDPE & PP Poly Film, Carton, Back & Neck Board, Price Sticket, Photo Film, Hang Tag, Tissue Paper, Elastic, Drawstring, Gum Tape, Twil Tape, Sewing Thread etc.",https://www.bgapmea.org/index.php/member/member_details/1532
Affan Interlinings Ltd.,685,Active,"Md. Nazrul Islam, Managing Director","Block-B, Plot # D-5, BSCIC I/A Sagarica Road, Chattogram","Block # A, Plot # B-12, BSCIC I/A Sagarica Road, Chattogram","031-2773196-97, 01711725817",031-2773199,"affan@colbd.com, affan.islamctg@gmail.com",,Interlining,https://www.bgapmea.org/index.php/member/member_details/30
Al-Muslim Garments Accessories Ltd.,1196,Active,"Md. Abdullah, Managing Director","14, Gedda, Karnopara, Ulail, Savar, Dhaka","14, Gedda, Karnopara, Ulail, Savar, Dhaka","7743600, 7743599, 7743598, 7742873, 7742874, 7748792, 7746711, 7747439, 7742825",7742824,md@pacificbluejeans.com,,"Label, Sticker, Grawstring, Draw-Cord, Carton box, Back Board, Neck Board, Tissue, Clip, Yarn Coaning.",https://www.bgapmea.org/index.php/member/member_details/46
Diverse Manufacturing Industries Ltd.,925,Active,"Mr. Abdullah -Al-Mamun, Managing Director","747/B, BFIDC Road, Kalurghat Heavy I/A, Chattogram.","747/B, BFIDC Road, Kalurghat Heavy I/A, Chattogram.",031-2572278,031-2572279,mamun_acct@yahoo.com,,"PP/LDPE, Printing, Gum Tape, Carton",https://www.bgapmea.org/index.php/member/member_details/180
4 Emeralds Accessories Ltd.,1949,Active,"Mohammad Jahir Uddin, Director","295, Nasirabad I/Area, Polytechnic Circle, Bayazid Bostami Road, Chattogram","Haji Raja Meah Yard, Bara Dighir Par, Chikandandi, Hathazari, Chattogram","01765888825, 01819317451",,4emeralds.accessories@gmail.com,,"Poly Bag, Carton, Hanger, Gum Tape, Photo in lay, Barcode, Size Tag, Price Tag, Hang Tag, Back Board",https://www.bgapmea.org/index.php/member/member_details/1595
Dreamy Tex,2097,Active,"Md. Tahid Hassan, Proprietor","2638, Khan Plaza, Kazi Bari Mor, Gawair, Dakshin Khan, Dhaka-1230","2638, Khan Plaza, Kazi Bari Mor, Gawair, Dakshin Khan, Dhaka-1230",01611498277,,dreamytex@gmail.com,,"Sequin Embroidery, Aree Embroidery, Hot Fix Sticker Attached, Digital Photo Print (DFT), Auto Revit Pearl, Laser Cutting, Hot Fix Sticker Makes",https://www.bgapmea.org/index.php/member/member_details/1714
Bangladesh Haijinshun Packaging Co. Ltd.,2115,Active,"Song Shiliang, Chairman","Baniarchala, Bhabanipur, Gazipur Sadar PS, Gazipur-1700","Baniarchala, Bhabanipur, Gazipur Sadar PS, Gazipur-1700",01713570797,,seamtex.sales1@gmail.com,,"PP bag, PE Bag, PVC Bag, Toka, Hang Tag, Card Heads, Belts, PVC Film, Particles, Cardboard, Plastic Film, Four-Hole Clasps, Iron Clasps, Plastic Hooks, OPP Film/CPP Film",https://www.bgapmea.org/index.php/member/member_details/1740
Benelux Trims Ltd.,1900,Active,"Iqbal Khan, Managing Director","Plot # 8, Road # 1/A, Gulshan-1, Dhaka-1212.","Holding No. 1323/2, Surabari, Kashimpur, Gazipur Sadar, Gazipur-1700","222286536, 222284003, 222297142",,info@beneluxtrims.com,www.beneluxtrims.com,"LDPE Polybag, HDPE Polybag, PP Polybag, Recycled Polybag, Biodegradable Polybag, Zip Lock Polybag, Shopping bag, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/1536
Ayman Printing & Packing Ltd.,1614,Active,"Mohammad Sazzadur Rahman , Managing Director","House # 71, Road #17, Sector # 11, Uttara Model Town, Uttara, Dhaka","Bhonkharia, Vitpara, Prahladpur, Sreepur, Gazipur",01816309260,,sazzad.mrc@gmail.com,,"Paper, Garments Hangtag, Price Tag, Caleder Books",https://www.bgapmea.org/index.php/member/member_details/1289
Beco Packaging,204,Active,"Kaiser Alam (Selim), Proprietor","232-234, Tejgaon I/A, Dhaka-1208.","232-234, Tejgaon I/A, Dhaka-1208.","Tel: 8829316, 01819228454",8823283,tapashbeco@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, hang tag, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/98
Dynamic Packaging Ind. (Pvt.) Ltd.,79,Active,"Munir Hossain, Managing Director","Rahmania Int’l Complex, 28/1/C Toyenbee Circular Road, Suite # 5 (9th Floor), Motijheel C/A, Dhaka.","Shiar char, Fatullah, Narayanganj","7174265, 7162412, 0171 4091730",7162412,dynamicdhaka15@gmail.com,,"Corrugated Carton, Back Board, Photo Inlay, Hang Tag, Price Tag, Gum Tape etc.",https://www.bgapmea.org/index.php/member/member_details/189
AN-Noor Packaging Industries,1264,Active,"Mohammad Nurul Alam, Proprietor","R.No-203, Alam Tower (1st Floor), 12, DIT Ext. avenue (East), Motijheel C/A, Dhaka","561-562, Bhuighar, Fatullah, Narayangonj",9559893,Nil,an.noorpack@gmail.com,Nil,"Carton, Back Board, Neck Board, Gum Tape, BOPP Poly, Tissue Paper, Hang Tag, Price Tag, encodecodes etc.",https://www.bgapmea.org/index.php/member/member_details/900
D & B Smart Secure,1912,Active,"Md. Delwar Hossain, Managing Partner","12/A, Shojeeb Plaza (2nd floor), Block-G, PC Road, Halishshor, Chattogram","Moddom Sonaichhari, Sitalpur, Sitakunda, Chattogram",01711202632,,dbsmartsecurectg@gmail.com,,All kind of printing & packaging.,https://www.bgapmea.org/index.php/member/member_details/1561
BN Printing & Packaging (Pvt.) Ltd.,1586,Active,"Zahirul Islam (Bablu) , Managing Director","193/2, Sidique Mansion, Fokirapool, Motijheel, Dhaka-1000.","115/80, Matuail Kabarestan Road, Demra, Dhaka","01746981847, 01660099613",,zahirul.islam.bablu@gamil.com,,"Polybag, Neck Board, Gum Tape, Photo Card, Hang Tag, Boxlet, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/1216
Adzi Trims Ltd.,1462,Active,"Mr. Md. Shahriar, Managing Director","3809, Nalvugh, Nishatnagar Turag, Dhaka.","3809, Nalvugh, Nishatnagar Turag, Dhaka.",01911069504,,info@adzitrims.com,www.adzitrims.com,"Woven Label, Printed Fabric Label, Screen Printed Labels, Offset Print, Adhesive Label, Dizital Print, Haeat Transfer Labels, Printed Box, Pu & Leather Patch, Rubber/Silicon Patch, Tharmal & Barcode",https://www.bgapmea.org/index.php/member/member_details/1099
Banladesh Poly Printing International Ltd.,1100,Active,"Mr. Mohd. Amzad Hossain, Deputy Managing Director","Khulna-Mongla Road, Katakhali, Shambagath, Post-Lockpur, P.S.-Fakirhat, Bagerhat","Khulna-Mongla Road, Katakhali Shambagath, Lockpur, Fakirhat, Bagerhat",04663-56016-19 Mob: 01711337671 (CFO & ED),04663-56012,"kppl_07@yahoo.com, bppil.khulna@gmail.com",,"Master Carton, Inner Carton, NC & IC, Poly Bag, Color Poly.",https://www.bgapmea.org/index.php/member/member_details/95
Active Poly Industries Ltd.,867,Active,"Alamgir Kabir, Managing Director","House#33/A, Road#12, Block# H, Banani Dhaka","Kumkumary, Amtala, Ashulia, Savar, Dhaka","01713-031647, 01713 399434, 01927 328016",,kabiractivepoly@gmail.com,,Printed Poly Bag,https://www.bgapmea.org/index.php/member/member_details/25
Blue Planet Sweater Ltd.,1429,Active,"Arifur Rahman , Chairman","House #14, Road # 03, sector # 6 Uttara, Dhaka-1230.","Mulaid, Tengara, Sreepur, Gazipur.",88-02-8955859,,saif@bpkw.net,,"Woven/Printed Label, Satin, Cotton Label, Hang Tag",https://www.bgapmea.org/index.php/member/member_details/1067
Capital Label Industries Ltd.,821,Active,"Mr. Shah Jalal Uddin, Mnaging Director","South Land Centre (6th Floor), 5, Agrabad C/A, Chattogram","162, Green View R/A, Road No-3/B, Port Connecting Road, Pahartoli, Ctg.",031-2512065,031-2512066,jspoly@bbts.net,,"Oven Label, Elastic, Non-Elastic Band.",https://www.bgapmea.org/index.php/member/member_details/123
Apparel Link (BD) Ltd.,1560,Active,"Mr. Naiara Noor , Managing Director","384, Road # 28 New DOHS, Mohakhali, Dhaka.","Hiran Tower, North Gazirchat (Near Unique Bus Stand) Ashulia, Savar, Dhaka.",88 02 8818230,,infe@debonairgroupbd.com,debonairgroupbd.com,Elastic /Non Elastic,https://www.bgapmea.org/index.php/member/member_details/1191
Adhesion Products (Pvt.) Ltd.,432,Active,"T. K. Chakraborty, Managing Director","Mannan Bhaban , 2nd Floor, 156, Nur Ahmed Sarak, Chattogram.","Plot # 30 (S) 31, 32, (S) BSCIC Estate (Ext.) Kalurghat Ind. Area, Chattogram.","02-333360313, 02-333368283, Cell: 01819324134, 01819981007",031-2851292,adhesiongroup@gmail.com,www.adhesion-bd.com,"Water Base Acrylic Resin, Chemical (Deem exporter)",https://www.bgapmea.org/index.php/member/member_details/27
Bright Accessories Industries Ltd.,1147,Active,"Wahed Faiz Md. Samunul Islam, Managing Director","138, Baijeed Bostami Road, Nasirabad Industrial Area, Chittagong-4210","138, Baijeed Bostami Road, Nasirabad Industrial Area, Chittagong-4210","031-2584632, 2584634, 01819-314184, 01818484451",031-2584634,"brightaccbd@gmail.com, info@brightaccbd.com",,"Printed Label, Offset Printing & Packaging, Heat Transfer, Label, Elastic, Gum Tape etc.",https://www.bgapmea.org/index.php/member/member_details/114
Crown Trims Ltd.,2034,Active,"Hasanul Karim, Managing Director","4/A(B-1), Road # 96, Gulshan-02, Dhaka","West Bramankitta, Kalyndi, Keranigonj Model, Dhaka",01711527863,,goldencrownbd@gmail.com,,"Corrugated Carton, Label Paper/Self Adhesive Paper, Poly, Gum Tape, Sewing Thread",https://www.bgapmea.org/index.php/member/member_details/1661
Barnamela Printing Packaging & Accessories Industries,1461,Active,"Syed Mohammed Jahangir Alam , Proprietor","25 Nazi Ahmed Chy Road, Anderkilla, Chattogram.","Dail Para, Chari Halda Road, South Patenga, Chattogram.",01705187904,,barnamela@yahoo.com,,"Carton Box, Back Board, Neck Board, Hang Tag, Price tag, Printing Label, Elastic, BOPP, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/1098
Debonair Padding & Quilting Solution Ltd.,1433,Active,"Mr. Mohammed Ayub Khan , Managing Director","House-384, Road-28, New DOHS, Mohalhali Dhaka","Chotan Para, Vill : Paragaon, Ward No. 03. PO: Paragaon, Upazilla : Valuka, Distric : Mymenshing.","9844828, 9848260",,export@debonairgroupbd.com,www.debonairgroupbd.com,Polyster Tape,https://www.bgapmea.org/index.php/member/member_details/1071
Benison Packaging & Printing Ind. Ltd.,407,Active,"Mr. Masudur Rahman, Managing Director","House # 57, Road # 9,Block# F, APT# C3, Asset Novellee, Banani, Dhaka.","201/-A, Shataish Road, Gazipura, Tongi, Gazipur",01715-798447,,"russel@benisonpackaging.com, masud@benisonpackaging.com",,"Product: Corrugated Carton, Back Board, Neck Board, Tissue Paper., hang Tag, Size Tag, Paper Band etc.",https://www.bgapmea.org/index.php/member/member_details/102
Chattola F & F Poly Industries,1130,Active,"Md. Arif Hossain, Managing Partner","Nusrat Mansion (2nd fl), Abdul Malek Bhaban (3rd fl), D.T. Road, Customs Academy, Pahartoli, Chattogram","1998, East Nasirabad, Chowdhury Nagar, Chattogram-4000.","031-712992, 01916813818, 01816558896, 0182895910",,view.vision2007@gmail.com,,Printed Poly Bag,https://www.bgapmea.org/index.php/member/member_details/218
Easy Tech Accessories,1510,Active,"Zillur Rahman , Proprietor","153, Arambagh (1 st Floor), Motijheel, Dhaka-1000","1993-3874, Zia Sarani Road, Rasul Bagh, Donia, Kadamtili, Dhaka.","02-7191263 Cell : 01711134184, 01977134184",02-7191263,"easy_techbd@yahoo.com, easytechzillu@gmail.com",www.easytechaccessories.com,All Kind of Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1145
Dhaka Carton and Printing Ind. Ltd.,488,Active,"Dr. Md. Fazlul Hoque, Chairman","67/2-A, Polash Nagar, Section # 11, Mirpur, Dhaka",,9006124,,dhakacarton@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/168
Aparna Packaging & Accessories Ltd.,469,Active,"Mr.Shahidul Haque Mukul, Managing Director","2291, Uttar Rayerbag, Titas Road, Lane – 2, Jatrabari, Dhaka.","2291, Uttar Rayerbag, Titas Road, Lane – 2, Jatrabari, Dhaka.",01552411571,,bahauddin72@yahoo.com.au,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/65
Color Vision Printing Press,1603,Active,"Md. Shariful Alam Khan Helal, Managing Partner","House# 111, 10 Abdul Hamid Road, East Padardia, SatarKul, Badda, Dhaka","House# 111, 10 Abdul Hamid Road, East Padardia, SatarKul, Badda, Dhaka",9851619,,helalcolorvision@gmail.com,,"Back Board, Neck Board, hang Tag, Price Tag, All Kinds of sticker, Size Tag, Photo inlay",https://www.bgapmea.org/index.php/member/member_details/1233
Asian Accessories Ltd.,1546,Active,"Ali Akkas , Managing Director","167, East Doshid, Ashulia, Savar, Dhaka","167, East Doshid, Ashulia, Savar, Dhaka",01719 555987,,asianacc17@gmail.com,,All Kind of Zipper,https://www.bgapmea.org/index.php/member/member_details/1177
Enviro Pac Limited,1021,Active,"Azizur Rahman, Director","4/2, Mouja 135, Gopalpur, Munnu Nagar, Tongi, Gazipur","Tepir Bari, Tangra, Sreepur, Gazipur","9882514, 01841115522",9882610,info@ntg.com.bd,www.ntg.com.bd,Printed Poly Bag.,https://www.bgapmea.org/index.php/member/member_details/201
5A Trims,1945,Active,"Mazhar Siraj, Partner","Noth Fatehabad, 1 No. Ward, South Pahartoli, Nondirhat, Hathazari, Chattogram","Noth Fatehabad, 1 No. Ward, South Pahartoli, Nondirhat, Hathazari, Chattogram","01836412237, 01711962801",,5atrims786@gmail.com,,"Twill Tape, Elastic, Drawstring, Poly Bag, Gum Tape, Back Board, Neck Board, Price Tag, Size Tag, Barcode Tag, Photo in lay, Different printed label, Coller Insert, Butterfly, PVC Box, Heatseal Sticker, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/1597
Chitra Accessories Ltd.,1368,Active,"Shah Md. Shahnoor Hossain , Managing Director","Plo# 92 (4th Floor), Road#15, Sector#14, Uttara, Dhaka-1230","Plot-RS Dag 12, Shed # 1&2 (west) Taslima Plaza, Ranavola (Bot Tala) Turag, Dhaka-1230","58955697, 01711167809",,chitratrims@gmail.com,,"Sweing Thread, Printed Label, Twill Tape, Hit Scale Level.",https://www.bgapmea.org/index.php/member/member_details/1007
F. R. Printtouch,2083,Active,"Md. Farukul Islam, Proprietor","75, North Masdair, Ketebnagar, Fatullah, Narayanganj","75, North Masdair, Ketebnagar, Fatullah, Narayanganj",01973541324,,frprinttouch@gmail.com,,All Type of Screen Printing,https://www.bgapmea.org/index.php/member/member_details/1703
Diba Accessories Industry,961,Active,"Mr. Mahbubul Hassan, Proprietor","Road #111, House # 36 (F/2) Nikunja-2, Khilkhet, Dhaka","Rajabari, Sreepur, Gazipur",01711-149327,,,,"Carton Box, Back Board, Photo Card, Label Print, Adhesive Paper Print.",https://www.bgapmea.org/index.php/member/member_details/174
Auto Industries Ltd.,1866,Active,"Md. Shahidul Islam Bhuyan, Managing Director","House # 03, Road # 08, Block-D, Vatulia, Turag, Dhaka-1230","House # 03, Road # 08, Block-D, Vatulia, Turag, Dhaka-1230","01717486145, 01822890864",,nrbdltd@gmail.com,www.autoindustriesltd.com,"Self Adheshive Sticker, Ink, Thermal Transfer Ribbon, Auto Carton Box, Label, RFID Cheeps, PVC Bag, Sheet, 3 Layer Foil, Yarn/Thread, Gum Tape, Fabric",https://www.bgapmea.org/index.php/member/member_details/1502
Array International Ltd.,652,Active,"Md. Shahidul Islam (Shahed), Managing Director","House # 521, Road #10 (4th Floor), DOHS Baridhara, Dhaka-1206","Dag # 524, Hal Dag # 39, Shaibrampur, Zirani Bazar, Gazipur.","84414696-7, 8416113, 8410483, 8412151",88-02-8415546,arryaccounts@radiancegroup-bd.com,www.radiancegroup-bd.com,"Hang Tag/Sticker Phot in lay, Printed Label, Woven Label, Poly Bag (PP/LDP, PVC), Back Board, Neck Board, Carton/Box Carton.",https://www.bgapmea.org/index.php/member/member_details/70
Disari Poly Print & Packaging Ind. Ltd.,826,Active,"Rezaul Hossin, Managing Director","A-112, BSCIC Industrial Estate, Tongi, Gazipur","178, Bashugaon, Pubail, Gazipur","9814553, 9817815, 01777780612",9816164,rezaul@goldstargroupbd.com,,"Printed Poly Bag, Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/178
Elastica Accessories Ltd.,969,Active,"Mr. Mohammed Jubaer Alam, Managing Director","CDA Plot No. 49/C, Fouzdarhat I/A, Sagarica Road, Pahartoli, Chattogram.","CDA Plot No. 49/C, Fouzdarhat I/A, Sagarica Road, Pahartoli, Chattogram.","031-2517627, 2517629",,elastica09@yahoo.com,,"Elastic/Non Elastic Band, Drawstring/Draw Cord.",https://www.bgapmea.org/index.php/member/member_details/196
A. R. Printing & Pacakging Inds. Ltd.,1019,Active,"Sang Mun Seo, Managing Director","Motaleb Tower (Ground, 1st & 2nd Floor), R.S Dag No.104, Kaichabari Road, Baipail, Ashulia, Savar, Dhaka","Natun Nagar, Sreepur, Ganakbari, Dhamsona-1349, Ashulia, Savar, Dhaka",01757103228,,"jhbangla@yahoo.com, momenaungkur@gmail.com",,"Carton Box, Back Board, Neck Board, Butterfly etc.",https://www.bgapmea.org/index.php/member/member_details/12
A. R. Elastic Industries,460,Active,"Mr. Md. Salam Mia, Managing Partner","151/2, Monipuripara (2nd Fl.), Tejgaon, Dhaka","281, Pagar, Fakir Market, Tongi, Gazipur.","8150154,8151912",9143772,ridoy@dhaka.net,,"Woven tape, Elastic, Non elastic Tape, Drawstring/Drawcord, Sewing Thread.",https://www.bgapmea.org/index.php/member/member_details/14
A. K. Thread Co. (Pvt.) Ltd.,316,Active,"Mr. Nurul Amin, Managing Director","Road # 02, House # 180 (Gr). floor), New D. O. H. S., Mohakhali, Dhaka.","165, Zingira, Savar, Dhaka",9889571,9884058,aklabel@gnbd.net,,"Woven label, Sewing Thread, Printed label.",https://www.bgapmea.org/index.php/member/member_details/9
Couture Trims Solution Limited.,1958,Active,"Md. Jamal Uddin, Director","House # 07, Road # 2/c, Block-J, Baridhara, Dhaka-1212","JL-05, B. K. Bari,Taltoli, MIrjapur Bazar, Gazipur Sadar, Gazipur",01322818801,,officeinfo.ctsl@gmail.com,,"Printed Label, Twill Tape, Drawstring, Elastic, Gum Tape, Sewing Thread, Paper Products with Hang Tag,Back Board, Neck Board, Pocket Flasher, Poly Bag, All types of Label, Auto Carton",https://www.bgapmea.org/index.php/member/member_details/1589
Blazon Trims & Packaging Ltd.,1707,Active,"Md. Miraz Ahmed Khan, Managing Director","Plot # 2083-2085, Sudkhira, Jamirtta, Singair, Manikganj-1822","Plot # 2083-2085, Sudkhira, Jamirtta, Singair, Manikganj-1822","09612177121, 01711479584",,"info@blazon-group.com, miraz@blazon-group.com",www.blazon-group.com,"Main Label, Size Label, Care Label, Tang Tag etc.",https://www.bgapmea.org/index.php/member/member_details/1328
BKP Accessories Ltd.,1886,Active,"Biplob Kumar Das, Managing Director","House # 03, Road # 07, Block-A, Ward No. 53, Noyanagar, Turag, Dhaka-1230","House # 03, Road # 07, Block-A, Ward No. 53, Noyanagar, Turag, Dhaka-1230",01844079941,,biplob@bkpbd.com,www.bkpbd.com,"Hang Tag, Printed Fabrics Label, Thermal Sticker, Elastic, Drawstring",https://www.bgapmea.org/index.php/member/member_details/1545
Eco Threads Limited,1972,Active,"Mohammad Abdur Rahim, Director","South Avenue Tower, 6th floor, House # 50, Road # 3, 7, Gulshan Avenue, Gulshan-1, Dhaka-1212","Holding No. 503/2, Nayapara, Kashimpur, Gazipur",01711537965,,rahim@dbl-group.com,,"Sewing Thread, Yarn Dyeing, Fiber Dyeing",https://www.bgapmea.org/index.php/member/member_details/1611
eS Trims Ltd.,2057,Active,"Abu Hasnat Md. Rezanur Sohel, Managing Director","C-15 Panchaboti, Industrial Park, Horiharpara, Enayetnagar, Fatullah, Narayanganj","C-15 Panchaboti, Industrial Park, Horiharpara, Enayetnagar, Fatullah, Narayanganj",01714116508,,estrims@gmail.com,,"Hang Tag, Price Tag, Size Tag, Barcode, Coller Band, Photo Card, Photo Inlay, Shirt Box, Paper Box, Photo Box, Heat Transfer Print, Main Label, Size Label, Brand Label, Barcode/Price Label, Care Label, Country of Origin Label",https://www.bgapmea.org/index.php/member/member_details/1680
Edges Packaging Ltd.,853,Active,"Md. Mahfojul Haque (Tapan), Managing Director","Flat # 5D, House # 6, Road # 14A, Sector # 4, Uttara, Dhaka-1230","Bhawal Mirzapur, Gazipur Sadar, Gazipur-1703","8952834, 01819101536, 01199850756",,"perfectedges@gmail.com, info@edgespackaging.com, zafarbd68@gmail.com",www.edgespackaging.com,"Corrugated Carton, Poly Bag-PE, PP, BOPP, HDPE, Sewing Threads, BOPP Gum Tape, Kraft Paper Gum Tape, Hang Tag, Price Tag, Neck/Back Boards, Pocket Flusher, Photo Board etc.",https://www.bgapmea.org/index.php/member/member_details/194
Bagdad Packaging,1623,Active,"Md. Abul Hasnat , Proprietor","Plot -41, AB Super Market (6th Floor), Road#-02, Sector-03, Azampur, Uttara, Dhaka","R.S Dag No-1193, Ward No-01, Zamgora, Zirabo, Ashulia, Dhaka",01711529009,,bagdadpackaging@gmail.com,,"Carton, Hanger, Poly Bag & Gumtape, PP Bag, Back Board & Neck Board",https://www.bgapmea.org/index.php/member/member_details/1281
Captain Accessories Ind. Ltd.,1626,Active,"Mr. Md. Anik Chowdhury , Managing Director","Amtola, Kathgora Ashulia, Savar, Dhaka","Amtola, Kathgora Ashulia, Savar, Dhaka",01729097150,,captainacc786@gmail.com,www.captainacc.com,Thread Coning,https://www.bgapmea.org/index.php/member/member_details/1241
Best Trims FastQ (BD) Ltd.,1128,Active,"S.M. Atiqur Rahman, Managing Director","1, New Baily Road, Baily Ritz, Flat No. G-6, Dhaka","Dhonaid, Earpur, Ashulia, Savar, Dhaka.","01713-015999, 07121939678",,besttrims2012@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/103
Design Printing & Accessories Ltd.,1052,Active,"Anwarul Hasan, Managing Director","291, Fakirapool, Motijheel, Dhaka","Plot # S-56, BSCIC Industrial Estate, Konabari, Joydebpur, Gazipur","7194825, 01713303446",7194463,hasan@designprintingbd.com,,"Printed Poly Bag, BOPP Bag, Elastic/Non-Elastic Band, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/166
EUDB Accessories Limited,1985,Active,"Mohammad Abdur Rahim, Director","South Avenue Tower (6th floor), House # 50, Road # 03, 7 Gulshan Avenue, Gulshan-1, Dhaka-1212","Sardagonj, Kashimpur, Gazipur",01711537965,,"rahim@ho.dbl-group.com, eco@dbl-group.com",,"Non Logo Normal Button, Logo Button (Standard 18L), Side Logo, Color Logo",https://www.bgapmea.org/index.php/member/member_details/1622
Experience Accessories Company Ltd.,1672,Active,"Mr. Maqsood Ahmed , Managing Director","47, 48 & 49 (Half), DEPZ Savar, Dhaka","47, 48 & 49 (Half), DEPZ Savar, Dhaka",7789104,,info@experience-bd.com,,"Carton, Woven & Printed label, Thread, Poly Bag, Button, Zipper, Interlining.",https://www.bgapmea.org/index.php/member/member_details/1301
